State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Punjab,2020-21,Balri Rakshak Yojana,"Under this scheme, girl children aged below five years will get free medical treatment.",Revised Estimates,0,In Rs. Crores
Punjab,2020-21,Balri Rakshak Yojana,"Under this scheme, girl children aged below five years will get free medical treatment.",Actuals,0,In Rs. Crores
Punjab,2021-22,Balri Rakshak Yojana,"Under this scheme, girl children aged below five years will get free medical treatment.",Budget Estimates,8,In Rs. Crores
Punjab,2021-22,Balri Rakshak Yojana,"Under this scheme, girl children aged below five years will get free medical treatment.",Revised Estimates,4,In Rs. Crores
Punjab,2022-23,Balri Rakshak Yojana,"Under this scheme, girl children aged below five years will get free medical treatment.",Budget Estimates,1,In Rs. Crores
Manipur,2018-19,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Actuals,NA,In Rs. Crores
Manipur,2019-20,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Budget Estimates,NA,In Rs. Crores
Manipur,2019-20,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Revised Estimates,NA,In Rs. Crores
Manipur,2019-20,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Actuals,NA,In Rs. Crores
Manipur,2020-21,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Budget Estimates,NA,In Rs. Crores
Manipur,2020-21,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Revised Estimates,NA,In Rs. Crores
Manipur,2020-21,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Actuals,0,In Rs. Crores
Manipur,2021-22,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Budget Estimates,0,In Rs. Crores
Manipur,2021-22,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Revised Estimates,20,In Rs. Crores
Manipur,2022-23,Chief Minister's COVID-19 Affected Livelihood Support Scheme,"Under this scheme, the government provides monetray help of Rs 5000 to the households that have been adversely affected by COVID.",Budget Estimates,10,In Rs. Crores
Manipur,2018-19,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Actuals,0,In Rs. Crores
Manipur,2019-20,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Budget Estimates,10,In Rs. Crores
Manipur,2019-20,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Revised Estimates,10,In Rs. Crores
Manipur,2019-20,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Actuals,6,In Rs. Crores
Manipur,2020-21,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Budget Estimates,10,In Rs. Crores
Manipur,2020-21,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Revised Estimates,10,In Rs. Crores
Manipur,2020-21,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Actuals,10,In Rs. Crores
Manipur,2021-22,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Budget Estimates,10,In Rs. Crores
Manipur,2021-22,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Revised Estimates,10,In Rs. Crores
Manipur,2022-23,"Schemes of Chief
Minister gi Shotharabasingi Tengbang (CMST)","The “CM gi Sotharabasingi Tengbang” scheme has been designed with five sub-schemes. Scheme includes Care-Giver allowances/Maintenance Grant to Persons with disability having a disability of 80% or more with would be provided with Rs. 1,500/- per month. The beneficiaries will also be covered under “SwavlambanHealth Insurance Scheme for PwD”, where the State Government will provide the mandatory beneficiary contribution of Rs. 366 per annum, which will provide a health insurance cover of Rs. 2 lakhs to four members of a family and OPD charges. The persons with disabilities in the age group of 19-59 yrs who can work would be provided with soft loans to take up economically viable employment opportunities and self-employment through Manipur Society for Skill Development (MSSD).",Budget Estimates,10,In Rs. Crores
Manipur,2018-19,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Actuals,5,In Rs. Crores
Manipur,2019-20,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Budget Estimates,6,In Rs. Crores
Manipur,2019-20,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Revised Estimates,5,In Rs. Crores
Manipur,2019-20,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Actuals,5,In Rs. Crores
Manipur,2020-21,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Budget Estimates,7,In Rs. Crores
Manipur,2020-21,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Revised Estimates,6,In Rs. Crores
Manipur,2020-21,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Actuals,2,In Rs. Crores
Manipur,2021-22,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Budget Estimates,6,In Rs. Crores
Manipur,2021-22,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Revised Estimates,5,In Rs. Crores
Manipur,2022-23,Anti Leprosy Scheme,"Under this scheme, the government aims to eliminate the prevalence of leprosy to less than 1 case/10000 population through the provision of treatment facilities and community awareness. ",Budget Estimates,6,In Rs. Crores
Manipur,2018-19,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Actuals,20,In Rs. Crores
Manipur,2019-20,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Budget Estimates,20,In Rs. Crores
Manipur,2019-20,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Revised Estimates,10,In Rs. Crores
Manipur,2019-20,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Actuals,10,In Rs. Crores
Manipur,2020-21,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Budget Estimates,20,In Rs. Crores
Manipur,2020-21,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Revised Estimates,20,In Rs. Crores
Manipur,2020-21,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Actuals,0,In Rs. Crores
Manipur,2021-22,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Budget Estimates,20,In Rs. Crores
Manipur,2021-22,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Revised Estimates,20,In Rs. Crores
Manipur,2022-23,Chief Minister's Hakshelgi Tengbang under Manipur Health Protection Scheme,"The CMHT Health Insurance Scheme provides cashless treatment to poor at government hospitals, health centres and other empanelled selected private hospitals and cover up to Rs. 2 lakhs per eligible family every year identified from the Socio-Economic Caste Census (SECC).",Budget Estimates,20,In Rs. Crores
Chhattisgarh,2015-16,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2015-16,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2015-16,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2016-17,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2016-17,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2016-17,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2017-18,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2017-18,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2017-18,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2018-19,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2018-19,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,200.0,In Rs. Crores
Chhattisgarh,2018-19,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,70.3,In Rs. Crores
Chhattisgarh,2019-20,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,100.0,In Rs. Crores
Chhattisgarh,2019-20,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,146.7,In Rs. Crores
Chhattisgarh,2019-20,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,159.3,In Rs. Crores
Chhattisgarh,2020-21,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,150.4,In Rs. Crores
Chhattisgarh,2020-21,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,150.4,In Rs. Crores
Chhattisgarh,2020-21,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Actuals,172.2,In Rs. Crores
Chhattisgarh,2021-22,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,170.1,In Rs. Crores
Chhattisgarh,2021-22,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Revised Estimates,170.1,In Rs. Crores
Chhattisgarh,2022-23,Chief Minister Pension Scheme,"Chief Minister Pension Scheme was launched under the Social Assistance Program in 2018-19. The scheme targets senior citizens, widows, and abandoned women listed on the basis of the survey list of Social, Economic and Caste Census of 2011. Under the scheme, an amount of Rs. 350 per month is provided to the benficiaries.",Budget Estimates,205.4,In Rs. Crores
Chhattisgarh,2015-16,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,63.7,In Rs. Crores
Chhattisgarh,2015-16,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,63.7,In Rs. Crores
Chhattisgarh,2015-16,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,57.4,In Rs. Crores
Chhattisgarh,2016-17,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,61.8,In Rs. Crores
Chhattisgarh,2016-17,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,61.8,In Rs. Crores
Chhattisgarh,2016-17,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,57.1,In Rs. Crores
Chhattisgarh,2017-18,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,81.0,In Rs. Crores
Chhattisgarh,2017-18,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,81.0,In Rs. Crores
Chhattisgarh,2017-18,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,76.0,In Rs. Crores
Chhattisgarh,2018-19,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,93.0,In Rs. Crores
Chhattisgarh,2018-19,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,93.0,In Rs. Crores
Chhattisgarh,2018-19,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,65.6,In Rs. Crores
Chhattisgarh,2019-20,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,77.0,In Rs. Crores
Chhattisgarh,2019-20,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,77.0,In Rs. Crores
Chhattisgarh,2019-20,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,73.5,In Rs. Crores
Chhattisgarh,2020-21,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,81.0,In Rs. Crores
Chhattisgarh,2020-21,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,81.0,In Rs. Crores
Chhattisgarh,2020-21,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Actuals,76.5,In Rs. Crores
